C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_19_895.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_19_895.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_19_895.jpg, 0, 0, 0, 7.994327E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_19_999.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_19_999.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_19_999.jpg, 0, 0, 0, 7.864918E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_104.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_104.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_104.jpg, 0, 0, 0, 7.93628E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_207.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_207.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_207.jpg, 0, 0, 0, 8.190344E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_306.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_306.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_306.jpg, 0, 0, 0, 7.883446E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_407.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_407.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_407.jpg, 0, 0, 0, 8.419428E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_509.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_509.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_509.jpg, 0, 0, 0, 8.117104E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_613.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_613.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_613.jpg, 0, 0, 0, 8.155865E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_713.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_713.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_713.jpg, 0, 0, 0, 7.874325E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_816.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_816.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_816.jpg, 0, 0, 0, 7.80636E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_20_920.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_20_920.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_20_920.jpg, 0, 0, 0, 7.803352E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_025.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_025.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_025.jpg, 0, 0, 0, 7.929507E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_129.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_129.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_129.jpg, 0, 0, 0, 7.879196E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_230.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_230.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_230.jpg, 0, 0, 0, 7.775857E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_337.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_337.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_337.jpg, 0, 0, 0, 7.819118E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_437.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_437.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_437.jpg, 0, 0, 0, 7.837531E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_541.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_541.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_541.jpg, 0, 0, 0, 8.006452E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_642.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_642.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_642.jpg, 0, 0, 0, 7.849132E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_743.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_743.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_743.jpg, 0, 0, 0, 8.040241E-05
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_846.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_846.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_846.jpg, 0, 0.2814268, 0, 0.20633
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_21_949.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_21_949.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_21_949.jpg, 0, 0.5827665, 0, 0.7426862
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_049.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_049.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_049.jpg, 0, 0.8821355, 0, 1.662146
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_151.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_151.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_151.jpg, -0.2531555, 1, 0, 2.801447
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_252.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_252.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_252.jpg, -0.05683784, 1, 0, 3.978424
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_355.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_355.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_355.jpg, -0.03262445, 1, 0, 5.375223
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_458.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_458.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_458.jpg, -0.3266705, 1, 0, 6.506188
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_563.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_563.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_563.jpg, -0.04310245, 1, 0, 7.647436
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_668.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_668.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_668.jpg, -0.3054221, 1, 0, 8.76617
C:\Users\Dimitris\Desktop\DATA\IMG\center_2019_01_13_15_08_22_772.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\left_2019_01_13_15_08_22_772.jpg, C:\Users\Dimitris\Desktop\DATA\IMG\right_2019_01_13_15_08_22_772.jpg, -0.08240981, 1, 0, 9.885619
